1623	9684316	225	246	191	155	148	200	88	111	40	44	312613
272	9686991	40	33	43	28	35	26	13	3	1	0	312515
0	9687500	0	0	0	0	0	0	0	0	0	0	312500
258	9686990	47	44	46	31	24	28	13	5	1	0	312514
0	9687500	0	0	0	0	0	0	0	0	0	0	312500
342	9686808	73	68	58	49	32	36	7	12	4	0	312512
509	9686448	124	118	90	74	46	49	9	9	16	1	312508
0	9687500	0	0	0	0	0	0	0	0	0	0	312500
855	9685709	226	220	153	97	89	78	24	11	15	18	312506
0	9687500	0	0	0	0	0	0	0	0	0	0	312500
1609	9684117	439	431	294	176	175	142	32	19	12	31	312523
2937	9681246	843	840	546	330	323	265	14	32	21	28	312575
0	9687500	0	0	0	0	0	0	0	0	0	0	312500
5569	9675550	1655	1651	1050	633	620	516	1	13	33	40	312670
0	9687500	0	0	0	0	0	0	0	0	0	0	312500
10924	9663990	3288	3282	2073	1241	1229	1026	1	0	17	44	312885
21636	9640870	6554	6546	4123	2453	2444	2049	1	0	0	19	313305
0	9687500	0	0	0	0	0	0	0	0	0	0	312500
43060	9594632	13082	13074	8219	4885	4875	4088	3	0	0	0	314082
0	9687500	0	0	0	0	0	0	0	0	0	0	312500
85907	9502159	26138	26130	16411	9749	9739	8167	1	3	0	0	315597
171305	9317549	52258	52249	32806	19480	19473	16336	3	0	0	0	318541
0	9687500	0	0	0	0	0	0	0	0	0	0	312500
342313	8948141	104482	104473	65574	38936	38929	32656	3	0	0	0	324493
0	9687500	0	0	0	0	0	0	0	0	0	0	312500
731970	8139936	208935	208929	138799	77850	77840	65295	7656	13	0	1	342777
0	9687500	0	0	0	0	0	0	0	0	0	0	312500
1371375	6727830	417821	417813	262178	155664	155660	130570	1	0	0	0	361088
0	9687500	0	0	0	0	0	0	0	0	0	0	312500
2742511	3768598	835613	835605	524322	311312	311308	261130	1	0	0	0	409600
0	9687500	0	0	0	0	0	0	0	0	0	0	312500
1550330	6175574	582608	844747	104089	61809	61805	51843	1	0	0	0	567194
3922146	1377985	1088584	826439	944507	560803	560797	470404	0	0	0	0	248336
0	9687500	0	0	0	0	0	0	0	0	0	0	312500
895207	6835362	610328	965199	0	0	0	0	0	0	0	0	693906
4344042	990645	1037808	1207220	760101	451314	451310	378568	0	0	0	0	378996
4025971	1168831	909091	909092	1038961	616884	616883	517452	0	0	0	0	196835
1679510	6112674	785133	260843	298110	177006	177001	148468	0	0	0	0	361256
0	9687500	0	0	0	0	0	0	0	0	0	0	312500
2536728	2108107	1631129	2527452	0	0	0	0	0	0	0	0	1196584
4728306	932594	939538	1056074	753281	410254	410251	344125	0	0	0	0	425585
4025974	1168832	909090	909090	1038962	616884	616883	517452	0	0	0	0	196834
4025977	1168831	909091	909091	1038962	616882	616882	517451	0	0	0	0	196836
4018488	1175396	898106	916698	1037028	615737	608741	530415	0	0	0	0	199392
2553769	4215221	1362030	366285	388427	230631	210741	233029	0	0	0	0	439867
0	9687500	0	0	0	0	0	0	0	0	0	0	312500
1072614	4640548	1009840	1856217	0	0	0	0	0	0	0	0	1420783
3309139	1003625	1817857	2294627	627742	0	0	0	0	0	0	0	947013
5214805	712029	1149437	1395248	462613	113042	54235	60232	0	0	0	0	838362
3969770	1217852	826598	966204	1024456	608273	555731	614807	0	0	0	0	216314
3969810	1217812	826658	966159	1024469	608277	555776	614735	0	0	0	0	216304
3969817	1218092	826661	966160	1024467	608278	555780	614731	0	0	0	0	216023
3969810	1217812	826658	966159	1024469	608278	555776	614735	0	0	0	0	216303
3969810	1218092	826654	966163	1024466	608276	555775	614737	0	0	0	0	216031
3969767	1217861	826592	966206	1024456	608271	555728	614813	0	0	0	0	216309
3969767	1217856	826592	966206	1024456	608271	555728	614812	0	0	0	0	216315
3960665	1225960	849177	903564	1058052	606877	572840	603428	0	0	0	0	219437
4907593	1680878	2179358	84324	95161	56500	55691	48956	0	0	0	0	891540
8566546	13	9	2	9	2	0	0	0	0	0	0	1433419
8015832	15	15	5	12	2	1	0	0	0	0	0	1984118
8749967	6	6	4	6	2	0	0	0	0	0	0	1250010
8225663	11	7	6	9	1	0	0	0	0	0	0	1774303
8049467	15	9	8	12	1	0	0	0	0	0	0	1950488
8139683	14	10	8	12	2	0	0	0	0	0	0	1860271
8433109	11	7	6	9	1	0	0	0	0	0	0	1566857
8024257	11	7	6	9	1	0	0	0	0	0	0	1975709
8481766	10	8	6	9	2	0	0	0	0	0	0	1518199
8091026	15	9	8	12	1	0	0	0	0	0	0	1908929
8098124	14	10	8	12	2	0	0	0	0	0	0	1901830
8474669	11	7	6	9	1	0	0	0	0	0	0	1525297
8024258	11	7	6	9	1	0	0	0	0	0	0	1975708
8440207	10	8	6	9	2	0	0	0	0	0	0	1559759
8132586	15	9	8	12	1	0	0	0	0	0	0	1867369
8056565	14	10	8	12	2	0	0	0	0	0	0	1943390
8225663	11	7	6	9	1	0	0	0	0	0	0	1774303
8749967	6	6	4	6	2	0	0	0	0	0	0	1250010
8113401	17	11	8	11	3	1	0	0	0	0	0	1886548
7499950	21	12	9	15	0	0	0	0	0	0	0	2499993
8539310	10	9	3	5	2	0	0	0	0	0	0	1460662
7509196	19	10	10	15	0	0	0	0	0	0	0	2490750
8024245	18	13	7	11	2	0	0	0	0	0	0	1975704
8024245	18	13	6	12	2	0	0	0	0	0	0	1975704
7506554	21	12	9	15	0	0	0	0	0	0	0	2493389
8279795	14	11	5	8	2	0	0	0	0	0	0	1720165
7499947	23	16	8	15	4	0	0	0	0	0	0	2499987
8024254	14	11	4	9	2	0	0	0	0	0	0	1975706
