true miss rate		miss rate			set-dsitr-stdev	set distribution																															
0.237923		0.237961	0.015971554		0.044604258	0.0218025	0.0285623	0.02086	0.0186823	0.0176134	0.0161914	0.0148452	0.0149118	0.0162018	0.0191171	0.0182825	0.0171255	0.0192485	0.0785393	0.0208264	0.203033	0.192326	0.0273082	0.0417881	0.0199801	0.0147189	0.0148706	0.0150357	0.015502	0.0138677	0.0134904	0.0137444	0.0130279	0.0141111	0.0142796	0.0155171	0.0145885
0.307295		0.307304	0.002928782		0.056913106	0.014403	0.0144044	0.014403	0.0144044	0.014406	0.0144043	0.014406	0.0144043	0.014403	0.0144046	0.014403	0.0144047	0.014406	0.0912282	0.014406	0.246167	0.244874	0.0144046	0.014403	0.0144046	0.014406	0.0144044	0.014406	0.0144043	0.014403	0.0144044	0.014403	0.0144044	0.014406	0.0144043	0.014406	0.0144043
0.164147		0.165671	0.928436097		0.041717416	0.010552	0.0182481	0.0179218	0.0100107	0.0101183	0.0110784	0.017302	0.0102451	0.0252855	0.0120114	0.0686214	0.0690037	0.0698272	0.0744503	0.0264905	0.184666	0.161144	0.0100516	0.0100569	0.0179171	0.0099971	0.0100529	0.0172874	0.0107501	0.0102888	0.0100133	0.0099729	0.0099953	0.0464072	0.0101101	0.010074	0.0100492
0.022839		0.025749	12.74136346		0.041234691	0.0056784	0.0208206	0.0208211	0.0056795	0.00568	0.0056795	0.0208219	0.0056795	0.0359638	0.0056795	0.126815	0.127321	0.126815	0.0511049	0.0360912	0.126814	0.0813879	0.0056776	0.0056776	0.0208187	0.0056768	0.0056763	0.0208188	0.0056763	0.0056768	0.0056763	0.0056768	0.0056763	0.0813863	0.0056771	0.0056776	0.0056779
0.02284		0.0257488	12.73555166		0.041233658	0.00567799	0.0208194	0.020819	0.00567679	0.00567639	0.00567679	0.0208183	0.00567679	0.0359601	0.00567679	0.126811	0.127318	0.126812	0.0511035	0.0360896	0.126813	0.0813877	0.00567919	0.00567919	0.0208219	0.00567959	0.00567999	0.0208214	0.00567999	0.00567959	0.00567999	0.00567959	0.00567999	0.0813889	0.00567919	0.00567879	0.00567839
0.022839		0.025749	12.74136346		0.041234474	0.0056788	0.0208212	0.0208216	0.0056799	0.0056796	0.0056799	0.0208215	0.0056799	0.0359634	0.0056799	0.126815	0.127321	0.126814	0.0511048	0.0360904	0.126813	0.0813871	0.0056775	0.0056768	0.0208186	0.0056764	0.0056767	0.0208183	0.0056767	0.0056764	0.0056767	0.0056764	0.0056768	0.0813867	0.0056776	0.005678	0.0056784
0.022839		0.0257502	12.74661763		0.041233986	0.0056776	0.0208189	0.0208187	0.0056763	0.0056768	0.0056763	0.0208187	0.0056763	0.0359606	0.0056763	0.126812	0.127318	0.126813	0.0511034	0.0360906	0.126814	0.0813888	0.0056793	0.00568	0.0208214	0.00568	0.0056795	0.0208219	0.0056795	0.00568	0.0056795	0.00568	0.0056794	0.0813888	0.0056786	0.0056784	0.0056778
0.02284		0.0257492	12.73730298		0.041234373	0.0056792	0.0208217	0.0208216	0.0056798	0.0056797	0.0056798	0.0208216	0.0056798	0.0359635	0.0056798	0.126815	0.12732	0.126814	0.0511041	0.0360901	0.126813	0.081387	0.0056768	0.0056765	0.0208185	0.0056765	0.0056766	0.0208184	0.0056766	0.0056765	0.0056766	0.0056768	0.0056774	0.0813873	0.0056782	0.0056784	0.005679
0.022839		0.0257491	12.7418013		0.041234076	0.0056768	0.0208187	0.0208182	0.0056768	0.0056763	0.0056768	0.0208182	0.0056768	0.0359601	0.0056768	0.126812	0.127319	0.126813	0.0511041	0.0360911	0.126814	0.0813891	0.00568	0.0056795	0.0208219	0.0056795	0.00568	0.0208214	0.00568	0.0056795	0.00568	0.0056792	0.0056792	0.081388	0.0056784	0.0056776	0.0056776
0.02284		0.025749	12.73642732		0.041234254	0.00568	0.0208214	0.0208219	0.0056795	0.00568	0.0056795	0.0208219	0.0056795	0.035964	0.0056795	0.126815	0.12732	0.126814	0.0511036	0.0360896	0.126812	0.0813864	0.0056763	0.0056768	0.0208182	0.0056768	0.0056763	0.0208187	0.0056763	0.0056768	0.0056768	0.0056776	0.0056776	0.081388	0.0056784	0.0056792	0.0056792
